"type","file_name","local_path","website_admin_url","size_mb"
"image","1000121959.jpg","updates/insta-post-1/1000121959.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/updates/insta-post-1/1000121959.jpg","0.05"
"image","1000121960.jpg","updates/insta-post-1/1000121960.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/updates/insta-post-1/1000121960.jpg","0.06"
"image","1000121961.jpeg","updates/insta-post-1/1000121961.jpeg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/updates/insta-post-1/1000121961.jpeg","0.1"
"image","1000121962.jpg","updates/insta-post-1/1000121962.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/updates/insta-post-1/1000121962.jpg","0.04"
"image","Screenshot 2026-05-28 134420.png","website_screenshots/Screenshot 2026-05-28 134420.png","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot%202026-05-28%20134420.png","0.74"
"image","Screenshot 2026-05-28 134547.png","website_screenshots/Screenshot 2026-05-28 134547.png","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot%202026-05-28%20134547.png","1.65"
"image","Screenshot 2026-05-28 134626.png","website_screenshots/Screenshot 2026-05-28 134626.png","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot%202026-05-28%20134626.png","1.7"
"image","Screenshot_2026-05-28-13-41-21-854_com.android.chrome.jpg","website_screenshots/Screenshot_2026-05-28-13-41-21-854_com.android.chrome.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot_2026-05-28-13-41-21-854_com.android.chrome.jpg","0.65"
"image","Screenshot_2026-05-28-13-48-22-270_com.android.chrome-edit.jpg","website_screenshots/Screenshot_2026-05-28-13-48-22-270_com.android.chrome-edit.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot_2026-05-28-13-48-22-270_com.android.chrome-edit.jpg","1.03"
"image","Screenshot_2026-05-28-13-49-14-396_com.android.chrome-edit.jpg","website_screenshots/Screenshot_2026-05-28-13-49-14-396_com.android.chrome-edit.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot_2026-05-28-13-49-14-396_com.android.chrome-edit.jpg","0.77"
"image","Screenshot_2026-05-28-13-50-00-451_com.android.chrome-edit.jpg","website_screenshots/Screenshot_2026-05-28-13-50-00-451_com.android.chrome-edit.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot_2026-05-28-13-50-00-451_com.android.chrome-edit.jpg","0.71"
"image","Screenshot_2026-05-28-13-50-16-182_com.android.chrome-edit.jpg","website_screenshots/Screenshot_2026-05-28-13-50-16-182_com.android.chrome-edit.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot_2026-05-28-13-50-16-182_com.android.chrome-edit.jpg","0.35"
"image","Screenshot_2026-05-28-13-51-30-542_com.android.chrome-edit.jpg","website_screenshots/Screenshot_2026-05-28-13-51-30-542_com.android.chrome-edit.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot_2026-05-28-13-51-30-542_com.android.chrome-edit.jpg","0.32"
"image","Screenshot_2026-05-28-13-51-46-185_com.android.chrome-edit.jpg","website_screenshots/Screenshot_2026-05-28-13-51-46-185_com.android.chrome-edit.jpg","https://raw.githubusercontent.com/MehAk-ArmAn/BangTan-imgS/main/website_screenshots/Screenshot_2026-05-28-13-51-46-185_com.android.chrome-edit.jpg","0.67"
